Starting client at 10.0.0.28:1240 with timeout:10
My IP address is 10.0.0.28Skipped Seq from 21740 to 21742
Skipped Seq from 21742 to 21746
Skipped Seq from 21746 to 21752
Skipped Seq from 21752 to 21758
Skipped Seq from 21761 to 21766
Skipped Seq from 21766 to 21769
Skipped Seq from 21769 to 21775
Skipped Seq from 21776 to 21779
Skipped Seq from 21779 to 21781
Skipped Seq from 21781 to 21787
Skipped Seq from 21787 to 21792
Skipped Seq from 21792 to 21795
Skipped Seq from 21795 to 21797
Skipped Seq from 21800 to 21803
Skipped Seq from 21805 to 21807
Skipped Seq from 21809 to 21811
Skipped Seq from 21813 to 21815
Skipped Seq from 21816 to 21827
Skipped Seq from 21828 to 21830
Skipped Seq from 21830 to 21832
Skipped Seq from 21833 to 21835
Skipped Seq from 21836 to 21838
Skipped Seq from 21838 to 21841
Skipped Seq from 21841 to 21843
Skipped Seq from 21847 to 21853
Skipped Seq from 21853 to 21856
Skipped Seq from 21856 to 21861
Skipped Seq from 21864 to 21866
Skipped Seq from 21872 to 21875
Skipped Seq from 21875 to 21878
Skipped Seq from 21879 to 21882
Skipped Seq from 21882 to 21891
Skipped Seq from 21893 to 21895
Skipped Seq from 21895 to 21897
Skipped Seq from 21898 to 21900
Skipped Seq from 21900 to 21909
Skipped Seq from 21909 to 21916
Skipped Seq from 21916 to 21919
Skipped Seq from 21927 to 21929
Skipped Seq from 21930 to 21932
Skipped Seq from 21933 to 21935
Skipped Seq from 21935 to 21939
Skipped Seq from 21941 to 21945
Skipped Seq from 21945 to 21947
Skipped Seq from 21947 to 21953
Skipped Seq from 21955 to 21958
Skipped Seq from 21962 to 21964
Skipped Seq from 21964 to 21969
Skipped Seq from 21972 to 21975
Skipped Seq from 21977 to 21979
Skipped Seq from 21979 to 21981
Skipped Seq from 21981 to 21983
Skipped Seq from 21987 to 21989
Skipped Seq from 21989 to 21997
Skipped Seq from 21997 to 22000
Skipped Seq from 22000 to 22004
Skipped Seq from 22005 to 22008
Skipped Seq from 22008 to 22017
Skipped Seq from 22021 to 22028
Skipped Seq from 22028 to 22034
Skipped Seq from 22035 to 22037
Skipped Seq from 22037 to 22043
Skipped Seq from 22043 to 22046
Skipped Seq from 22046 to 22056
Skipped Seq from 22056 to 22059
Skipped Seq from 22059 to 22066
Skipped Seq from 22066 to 22072
Skipped Seq from 22072 to 22085
Skipped Seq from 22090 to 22098
Skipped Seq from 22099 to 22102
Skipped Seq from 22102 to 22104
Skipped Seq from 22104 to 22106
Skipped Seq from 22114 to 22116
Skipped Seq from 22116 to 22120
Skipped Seq from 22121 to 22124
Skipped Seq from 22124 to 22126
Skipped Seq from 22130 to 22133
Skipped Seq from 22135 to 22137
Skipped Seq from 22137 to 22141
Skipped Seq from 22141 to 22144
Skipped Seq from 22144 to 22148
Skipped Seq from 22148 to 22164
Skipped Seq from 22164 to 22171
Skipped Seq from 22171 to 22174
Skipped Seq from 22174 to 22181
Skipped Seq from 22181 to 22186
Skipped Seq from 22186 to 22191
Skipped Seq from 22191 to 22193
Skipped Seq from 22194 to 22200
Skipped Seq from 22200 to 22208
Skipped Seq from 22213 to 22215
Skipped Seq from 22215 to 22220
Skipped Seq from 22220 to 22223
Skipped Seq from 22225 to 22228
Skipped Seq from 22228 to 22237
Skipped Seq from 22237 to 22241
Skipped Seq from 22241 to 22244
Skipped Seq from 22244 to 22251
Skipped Seq from 22251 to 22255
Skipped Seq from 22255 to 22257
Skipped Seq from 22257 to 22259
Skipped Seq from 22259 to 22261
Skipped Seq from 22267 to 22270
Skipped Seq from 22273 to 22275
Skipped Seq from 22275 to 22282
Skipped Seq from 22282 to 22286
Skipped Seq from 22286 to 22290
Skipped Seq from 22290 to 22298
Skipped Seq from 22302 to 22310
Skipped Seq from 22310 to 22318
Skipped Seq from 22320 to 22326
Skipped Seq from 22326 to 22332
Skipped Seq from 22332 to 22336
Skipped Seq from 22336 to 22340
Skipped Seq from 22342 to 22345
Skipped Seq from 22348 to 22350
Skipped Seq from 22354 to 22360
Skipped Seq from 22360 to 22363
Skipped Seq from 22363 to 22368
Skipped Seq from 22369 to 22371
Skipped Seq from 22371 to 22378
Skipped Seq from 22378 to 22381
Skipped Seq from 22382 to 22384
Skipped Seq from 22390 to 22392
Skipped Seq from 22392 to 22394
Skipped Seq from 22405 to 22409
Skipped Seq from 22409 to 22416
Skipped Seq from 22419 to 22421
Skipped Seq from 22421 to 22423
Skipped Seq from 22423 to 22425
Skipped Seq from 22427 to 22429
Skipped Seq from 22431 to 22433
Skipped Seq from 22433 to 22437
Skipped Seq from 22437 to 22439
Skipped Seq from 22439 to 22443
Skipped Seq from 22443 to 22446
Skipped Seq from 22448 to 22452
Skipped Seq from 22452 to 22458
Skipped Seq from 22458 to 22465
Skipped Seq from 22465 to 22468
Skipped Seq from 22470 to 22473
Skipped Seq from 22473 to 22480
Skipped Seq from 22484 to 22486
Skipped Seq from 22487 to 22489
Skipped Seq from 22490 to 22497
Skipped Seq from 22497 to 22500
Skipped Seq from 22500 to 22502
Skipped Seq from 22502 to 22504
Skipped Seq from 22504 to 22506
Skipped Seq from 23360 to 23362
Skipped Seq from 23372 to 23374
Skipped Seq from 23378 to 23382
Skipped Seq from 23418 to 23470
Skipped Seq from 23480 to 23483
Skipped Seq from 23489 to 23601
Skipped Seq from 23635 to 23707
Skipped Seq from 23727 to 23801
Skipped Seq from 23826 to 23848
Number of times throttled: 3
Received: 42477 / 43272 packets
Start time: 1315209856.182944
End time: 1315209907.081615
Duration: 50.898671
